Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT	MT	MT	MT	MT
3304	e	tr|Q8BVD2|Q8BVD2_MOUSE	Q8BVD2	Q8BVD2_MOUSE	Cyp2d12	504	8.30	Mus musculus (Mouse) OX=10090	Cytochrome P450, family 2, subfamily d, polypeptide 12 	2:Experimental evidence at transcript level	0.9985	0.9885	4	1	1	5	1	1	     0	     0	     0				0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3304	c	sp|Q8CIM7|CP2DQ_MOUSE	Q8CIM7	CP2DQ_MOUSE	Cyp2d26	500	20.80	Mus musculus (Mouse) OX=10090	Cytochrome P450 2D26 	1:Experimental evidence at protein level	1.0000	0.9990	7	5	5	12	10	10	199485	199485	199485	11K(304.2072), 24K(304.2072), 31K(304.2072), 3K(304.2072)			43319.2863	28920.0317	60801.4977	41916.0591	43287.2778	28522.1957	48425.5207	35729.9290	40879.7283	22956.8441	44019.8062	0.0000	459.8609	0.0000	0.0000	0.0000
3305	a	sp|O54909|RDH16_MOUSE	O54909	RDH16_MOUSE	Rdh16	317	23.70	Mus musculus (Mouse) OX=10090	Retinol dehydrogenase 16 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	4	8	4	8	1382207	     0	1382207	13K(304.2072), 16K(304.2072), 28K(304.2072), 2C(57.0215), 2K(304.2072), 6K(304.2072)			119963.8516	48207.0679	160337.4111	101302.7288	93813.9023	41290.8206	126720.8765	62843.2993	122778.0371	33095.1964	111640.6504	0.0000	1175.9473	0.0000	0.0000	0.0000
3306	a	sp|O55143|AT2A2_MOUSE	O55143	AT2A2_MOUSE	Atp2a2	1044	23.20	Mus musculus (Mouse) OX=10090	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 	1:Experimental evidence at protein level	1.0000	0.9990	15	10	15	41	26	41	9130887	9064222	9130887	10K(304.2072), 11K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 18K(304.2072), 19K(304.2072), 1K(304.2072), 2K(304.2072), 30K(304.2072), 31K(304.2072), 33K(304.2072), 3K(304.2072), 4C(57.0215), 4K(304.2072), 5K(304.2072), 6K(304.2072), 7C(57.0215), 7K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			704153.8245	502487.6954	856254.6274	761659.5276	585209.4069	426506.7457	706052.7723	550968.0316	694458.9526	405526.4969	591850.7429	2455.7092	4140.3753	0.0000	0.0000	0.0000
3306	b	sp|Q64518|AT2A3_MOUSE	Q64518	AT2A3_MOUSE	Atp2a3	1038	6.60	Mus musculus (Mouse) OX=10090	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	5	3	3	631517	414349	414349	13K(304.2072), 4K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072)			26105.8220	21233.7961	28359.5347	19737.8015	18973.6228	16585.0107	21757.3269	16476.8237	26487.2268	15622.6292	15561.2257	0.0000	0.0000	0.0000	0.0000	0.0000
3307	a	sp|O70423|AOC3_MOUSE	O70423	AOC3_MOUSE	Aoc3	765	15.80	Mus musculus (Mouse) OX=10090	Membrane primary amine oxidase 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	6	8	6	8	458588	244738	458588	16K(304.2072), 19K(304.2072), 26K(304.2072), 4C(57.0215), 5C(57.0215), 9K(304.2072), N-term(304.2072)			40868.8178	33511.4445	57144.2709	45459.2369	42283.4598	37878.1064	46932.4089	34001.3633	48902.6930	27826.5649	38852.1595	607.7809	266.6799	0.0000	0.0000	0.0000
3308	a	sp|O88532|ZFR_MOUSE	O88532	ZFR_MOUSE	Zfr	1074	5.30	Mus musculus (Mouse) OX=10090	Zinc finger RNA-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	7	5	5	335410	335410	335410	10K(304.2072), 16K(304.2072), 4K(304.2072), 5K(304.2072), 6K(304.2072)			35396.2888	28522.2163	45375.6904	34490.6855	31546.8967	29523.3347	32040.4738	28689.6650	37150.7715	28235.3496	27611.8304	505.7592	0.0000	0.0000	0.0000	0.0000
3308	b	sp|Q9Z1X4|ILF3_MOUSE	Q9Z1X4	ILF3_MOUSE	Ilf3	898	6.10	Mus musculus (Mouse) OX=10090	Interleukin enhancer-binding factor 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	7	5	5	     0	     0	     0	2K(304.2072), 3C(57.0215), 5K(304.2072), N-term(42.0106)			14196.0776	12188.5933	24695.6908	15011.0217	15403.8401	14249.6443	15880.8907	12474.3105	16056.4769	9878.9208	11766.4087	0.0000	0.0000	0.0000	0.0000	0.0000
3309	a	sp|O88712|CTBP1_MOUSE	O88712	CTBP1_MOUSE	Ctbp1	441	11.60	Mus musculus (Mouse) OX=10090	C-terminal-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	5	3	5	587748	587748	587748	2K(304.2072)			22966.8887	17623.9766	32468.4004	24088.1670	22182.2363	15410.4736	25282.2802	18203.4130	26177.9139	13053.5190	21287.3002	0.0000	0.0000	0.0000	0.0000	0.0000
3310	a	sp|O88735|MAP7_MOUSE	O88735	MAP7_MOUSE	Map7	730	13.70	Mus musculus (Mouse) OX=10090	Ensconsin 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	13	12	13	     0	     0	     0	17K(304.2072), 1K(304.2072), 2K(304.2072), 3K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			132377.1429	82975.9599	161440.8782	122587.7307	112328.5289	75875.8864	121503.0692	95053.7008	122477.6160	65929.6101	104240.4442	348.7366	251.2746	0.0000	0.0000	0.0000
3311	a	sp|P01132|EGF_MOUSE	P01132	EGF_MOUSE	Egf	1217	12.20	Mus musculus (Mouse) OX=10090	Pro-epidermal growth factor 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	10	9	10	     0	     0	     0	12K(304.2072), 14K(304.2072), 17K(304.2072), 19K(304.2072), 1K(304.2072), 3C(57.0215), 3K(304.2072), 4C(57.0215), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9C(57.0215), N-term(304.2072)			84151.2698	36247.2869	106615.6191	58532.5320	66903.1296	34430.2135	83763.9924	38547.1885	84637.8040	28198.1808	69322.1487	0.0000	262.0981	0.0000	0.0000	0.0000
3312	a	sp|P01639|KV5A7_MOUSE	P01639	KV5A7_MOUSE	Gm5571	130	42.30	Mus musculus (Mouse) OX=10090	Ig kappa chain V-V region MOPC 41 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	6	4	6	     0	     0	     0	14K(304.2072), 21K(304.2072), N-term(304.2072)			17937.4723	46129.5657	26960.3862	27180.0059	22494.3475	55004.9500	26823.9592	47746.9653	32995.9894	54728.9880	13314.6401	0.0000	0.0000	0.0000	0.0000	0.0000
3313	b	tr|F6TQW2|F6TQW2_MOUSE	F6TQW2	F6TQW2_MOUSE	Ighg2c	404	22.30	Mus musculus (Mouse) OX=10090	Immunoglobulin heavy constant gamma 2C 	1:Experimental evidence at protein level	1.0000	0.9990	6	1	4	15	2	11	     0	     0	     0	12K(304.2072), 20K(304.2072), 23K(304.2072), 3K(304.2072), 6C(57.0215), 6K(304.2072), 8K(304.2072)			79085.6279	144422.0437	166802.8311	109200.3425	105964.6509	324937.5356	80574.0231	186481.7109	125425.0706	217463.3208	86497.4316	5290.1833	0.0000	0.0000	0.0000	0.0000
3313	a	sp|P01867|IGG2B_MOUSE	P01867	IGG2B_MOUSE	Igh-3	404	14.90	Mus musculus (Mouse) OX=10090	Ig gamma-2B chain C region 	1:Experimental evidence at protein level	1.0000	0.9990	7	5	7	27	23	27	     0	     0	     0	10K(304.2072), 11K(304.2072), 4K(304.2072), 5K(304.2072), 6K(304.2072), N-term(304.2072)			141698.5197	254619.8008	237298.8246	187945.7489	153015.5446	337180.5074	156506.9462	264491.0920	205193.7342	224679.0743	114063.4025	828.9056	0.0000	0.0000	0.0000	0.0000
3314	b	sp|P01898|HA10_MOUSE	P01898	HA10_MOUSE	H2-Q10	325	22.80	Mus musculus (Mouse) OX=10090	H-2 class I histocompatibility antigen, Q10 alpha chain 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	3	11	6	6	     0	     0	     0	2K(304.2072), 5K(304.2072), N-term(304.2072)			21598.1714	25143.6486	27501.4651	22290.5699	15934.3518	28446.3422	20420.0014	27648.4382	21508.4416	28615.8842	13267.4650	0.0000	0.0000	0.0000	0.0000	0.0000
3314	a	sp|P01897|HA1L_MOUSE	P01897	HA1L_MOUSE	H2-L	362	22.90	Mus musculus (Mouse) OX=10090	H-2 class I histocompatibility antigen, L-D alpha chain 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	16	9	16	     0	     0	     0	10K(304.2072), 1K(304.2072), 2K(304.2072), 5K(304.2072), N-term(304.2072)			108115.8627	148966.6777	159182.7095	155941.5503	102117.9814	132700.4628	111360.3965	158569.3827	133518.5104	161581.6630	94168.7957	4228.4205	0.0000	0.0000	0.0000	0.0000
3315	a	sp|P01901|HA1B_MOUSE	P01901	HA1B_MOUSE	H2-K1	369	19.80	Mus musculus (Mouse) OX=10090	H-2 class I histocompatibility antigen, K-B alpha chain 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	6	4	6	     0	     0	     0	25C(57.0215), 26K(304.2072), 5K(304.2072), 6K(304.2072), 7C(57.0215), N-term(304.2072)			45761.6376	46467.0848	57684.6434	53442.4070	36734.4376	37089.4595	42563.7216	46977.6285	43667.6523	37893.2959	31235.7457	2062.3400	0.0000	0.0000	0.0000	0.0000
3316	b	sp|P69905|HBA_HUMAN	P69905	HBA_HUMAN	HBA1	142	61.30	Homo sapiens	Hemoglobin subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	8	4	4	23	17	17	974468	338443	338443	10K(304.2072), 11K(304.2072), 12K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 17K(304.2072), 2K(304.2072), 44K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072), N-term(42.0106)			516556.4298	158721.0152	505657.4246	204786.0168	349636.7175	208990.5081	422579.3232	177271.1700	585705.2883	140715.0810	338822.1368	3078.0914	6379.9294	0.0000	0.0000	0.0000
3316	a	sp|P01942|HBA_MOUSE	P01942	HBA_MOUSE	Hba	142	71.80	Mus musculus (Mouse) OX=10090	Hemoglobin subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	36	32	36	215	209	215	21877388	21877388	21877388	10K(304.2072), 11K(304.2072), 12C(57.0215), 12K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 18K(304.2072), 1K(304.2072), 22K(304.2072), 25K(304.2072), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			4672759.3982	1694307.5844	5486139.5608	2016715.6198	4431447.9292	2419754.0161	5524676.5103	1941621.1094	7229562.8313	1612822.1666	4683280.4531	35092.4288	80849.2210	0.0000	517.0980	252.0372
3317	a	sp|P02463|CO4A1_MOUSE	P02463	CO4A1_MOUSE	Col4a1	1669	4.70	Mus musculus (Mouse) OX=10090	Collagen alpha-1(IV) chain 	1:Experimental evidence at protein level	1.0000	0.9990	8	5	8	10	6	10	     0	     0	     0	10C(57.0215), 13K(304.2072), 15K(304.2072), 1K(304.2072), 3C(57.0215), 5K(304.2072), 6C(57.0215), 6K(304.2072), 7C(57.0215), 9C(57.0215), N-term(304.2072)			50133.3420	70352.0242	57120.5029	79505.7988	54735.8267	96312.3262	67745.3773	46192.1852	74320.9812	78256.6157	59905.1007	857.9628	538.6321	0.0000	0.0000	0.0000
3318	b	sp|P05063|ALDOC_MOUSE	P05063	ALDOC_MOUSE	Aldoc	363	26.40	Mus musculus (Mouse) OX=10090	Fructose-bisphosphate aldolase C 	1:Experimental evidence at protein level	1.0000	0.9990	9	3	3	22	5	5	1903415	1690104	1690104	12K(304.2072), 20K(304.2072), 6K(304.2072)			81870.5933	88024.5564	91529.8135	72478.3406	37718.9088	44685.6506	43646.0142	43638.4280	102257.3022	37424.5809	34848.5940	0.0000	0.0000	0.0000	0.0000	0.0000
3318	a	sp|P05064|ALDOA_MOUSE	P05064	ALDOA_MOUSE	Aldoa	364	51.90	Mus musculus (Mouse) OX=10090	Fructose-bisphosphate aldolase A 	1:Experimental evidence at protein level	1.0000	0.9990	22	3	21	55	6	54	11940348	119214	11940348	10K(304.2072), 11K(304.2072), 13K(304.2072), 14K(304.2072), 16K(304.2072), 18K(304.2072), 19K(304.2072), 1C(57.0215), 1C(57.0215), 1K(304.2072), 20K(304.2072), 26K(304.2072), 27K(304.2072), 2C(57.0215), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5C(57.0215), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072), N-term(42.0106)			665430.0945	534789.4199	878559.4359	624071.6272	612103.6240	537896.2678	642853.9192	461274.4333	736217.5527	396733.7986	550721.9381	8985.4470	4029.1452	0.0000	0.0000	0.0000
3319	a	sp|P06909|CFAH_MOUSE	P06909	CFAH_MOUSE	Cfh	1234	20.60	Mus musculus (Mouse) OX=10090	Complement factor H 	1:Experimental evidence at protein level	1.0000	0.9990	18	15	18	45	33	45	1335104	1335104	1335104	10C(57.0215), 10K(304.2072), 12K(304.2072), 13K(304.2072), 14C(57.0215), 14K(304.2072), 16C(57.0215), 19K(304.2072), 1C(57.0215), 1C(57.0215), 1K(304.2072), 24K(304.2072), 25C(57.0215), 29K(304.2072), 2C(57.0215), 2K(304.2072), 3C(57.0215), 3K(304.2072), 4C(57.0215), 4K(304.2072), 5C(57.0215), 5K(304.2072), 6C(57.0215), 7C(57.0215), 7K(304.2072), 9C(57.0215), N-term(304.2072)			229577.3329	429374.6588	345920.6341	317022.3305	247503.8618	1253592.0330	252339.2717	451440.3477	327352.3529	909611.9248	186001.2107	22217.0229	0.0000	0.0000	0.0000	0.0000
3320	b	sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	9.20	Homo sapiens	Serum albumin 	1:Experimental evidence at protein level	1.0000	0.9958	9	1	1	141	1	1	635279	     0	     0	9K(304.2072), N-term(304.2072)			17627.8887	17991.6113	18884.3613	18597.8926	16379.6914	26219.9062	19792.8125	16064.4658	20736.4551	14599.4326	13781.3496	0.0000	256.6182	0.0000	0.0000	0.0000
3320	a	sp|P07724|ALBU_MOUSE	P07724	ALBU_MOUSE	Alb	608	82.70	Mus musculus (Mouse) OX=10090	Albumin 	1:Experimental evidence at protein level	1.0000	0.9990	137	127	137	1105	962	1105	55758632	55758632	55758632	10C(57.0215), 10K(304.2072), 11C(57.0215), 11K(304.2072), 12C(57.0215), 12K(304.2072), 13C(57.0215), 13K(304.2072), 14C(57.0215), 14K(304.2072), 15C(57.0215), 15K(304.2072), 16C(57.0215), 16K(304.2072), 17C(57.0215), 17K(304.2072), 18C(57.0215), 18K(304.2072), 19C(57.0215), 19K(304.2072), 1C(57.0215), 1C(57.0215), 1K(304.2072), 20C(57.0215), 20K(304.2072), 21C(57.0215), 21K(304.2072), 22C(57.0215), 22K(304.2072), 23C(57.0215), 23K(304.2072), 24C(57.0215), 24K(304.2072), 25C(57.0215), 25K(304.2072), 26C(57.0215), 26K(304.2072), 27C(57.0215), 28C(57.0215), 28K(304.2072), 29K(304.2072), 2C(57.0215), 2K(304.2072), 30K(304.2072), 33C(57.0215), 34K(304.2072), 35C(57.0215), 36C(57.0215), 3C(57.0215), 3K(304.2072), 4C(57.0215), 4K(304.2072), 5C(57.0215), 5K(304.2072), 6C(57.0215), 6K(304.2072), 7C(57.0215), 7K(304.2072), 8C(57.0215), 8K(304.2072), 9C(57.0215), 9K(304.2072), N-term(304.2072), N-term(42.0106)			8736496.8750	25393176.2259	8789473.3851	16582847.5704	6320462.9958	34394319.4904	8070641.8932	20808397.8782	11198390.3975	22119160.0774	4191827.1756	247756.6221	11063.3600	570.6723	0.0000	0.0000
3321	c	sp|Q00898|A1AT5_MOUSE	Q00898	A1AT5_MOUSE	Serpina1e	413	28.30	Mus musculus (Mouse) OX=10090	Alpha-1-antitrypsin 1-5 	1:Experimental evidence at protein level	1.0000	0.9990	11	5	5	50	32	32	2313715	2313715	2313715	10K(304.2072), 15K(304.2072), 19K(304.2072), N-term(304.2072)			86787.2055	117908.4599	107349.7793	112613.6053	65641.3400	93929.1446	78611.8231	100083.1067	97537.6064	104356.5017	58981.1257	2500.2975	529.9958	0.0000	0.0000	0.0000
3321	a	sp|P07758|A1AT1_MOUSE	P07758	A1AT1_MOUSE	Serpina1a	413	28.80	Mus musculus (Mouse) OX=10090	Alpha-1-antitrypsin 1-1 	1:Experimental evidence at protein level	1.0000	0.9990	14	2	14	114	23	114	1183183	513791	1183183	10K(304.2072), 11K(304.2072), 14K(304.2072), 15K(304.2072), 19K(304.2072), 22K(304.2072), 29K(304.2072), 2K(304.2072), 7K(304.2072), N-term(304.2072), N-term(42.0106)			561947.1435	907527.6601	644529.3838	767697.2168	444264.3036	1090390.5192	546895.9040	880186.3608	662123.3335	993551.0528	376597.0799	13665.9418	2026.5321	0.0000	0.0000	0.0000
3321	b	sp|P22599|A1AT2_MOUSE	P22599	A1AT2_MOUSE	Serpina1b	413	25.70	Mus musculus (Mouse) OX=10090	Alpha-1-antitrypsin 1-2 	1:Experimental evidence at protein level	1.0000	0.9990	12	4	5	53	19	33	941080	216947	941080	10K(304.2072), 22K(304.2072), 29K(304.2072), N-term(304.2072)			214016.9171	316496.3136	237363.9565	297124.4481	164799.7330	448577.3535	213569.6651	297331.3735	251707.6027	330569.6349	121363.7184	4938.3956	981.0253	0.0000	0.0000	0.0000
3322	a	sp|P07759|SPA3K_MOUSE	P07759	SPA3K_MOUSE	Serpina3k	418	26.10	Mus musculus (Mouse) OX=10090	Serine protease inhibitor A3K 	1:Experimental evidence at protein level	1.0000	0.9990	14	5	14	16	5	16	     0	     0	     0	10K(304.2072), 12K(304.2072), 15K(304.2072), 17K(304.2072), 18K(304.2072), 1K(304.2072), 3K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)			111621.2333	171439.6500	135468.0151	145957.5100	97069.0952	247033.3848	123264.7769	160532.6099	141512.1804	171514.1199	86400.7245	2029.9257	0.0000	0.0000	0.0000	0.0000
3322	b	sp|Q91WP6|SPA3N_MOUSE	Q91WP6	SPA3N_MOUSE	Serpina3n	418	29.40	Mus musculus (Mouse) OX=10090	Serine protease inhibitor A3N 	1:Experimental evidence at protein level	1.0000	0.9990	11	6	7	14	8	10	1004588	1004588	1004588	10K(304.2072), 16K(304.2072), 20K(304.2072), 24K(304.2072), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5K(304.2072), 9K(304.2072)			32344.6589	29745.6379	40230.2458	31695.7419	31136.6050	111184.8157	26623.3127	39802.4768	37482.4122	65295.2996	23862.9486	444.9813	0.0000	0.0000	0.0000	0.0000
3323	a	sp|P08228|SODC_MOUSE	P08228	SODC_MOUSE	Sod1	154	63.00	Mus musculus (Mouse) OX=10090	Superoxide dismutase [Cu-Zn] 	1:Experimental evidence at protein level	1.0000	0.9990	17	16	17	151	149	151	8062440	8062440	8062440	12K(304.2072), 13K(304.2072), 14K(304.2072), 1C(57.0215), 21K(304.2072), 2K(304.2072), 3C(57.0215), 3K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), N-term(304.2072), N-term(42.0106)			1546238.2958	743182.6384	1783688.0043	1326892.3469	1021475.7126	628043.1600	1416817.8876	859154.5360	1503109.2669	570225.5435	1045283.2458	6240.6363	6615.7721	0.0000	0.0000	0.0000
3324	b	sp|Q6R0H7|GNAS1_MOUSE	Q6R0H7	GNAS1_MOUSE	Gnas	1133	6.90	Mus musculus (Mouse) OX=10090	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	5	10	4	9	     0	     0	     0	11K(304.2072), 16K(304.2072), 2K(304.2072), 3C(57.0215), 9C(57.0215), N-term(304.2072)			97154.8223	63609.3341	110831.4893	83761.2544	77104.1646	60877.4871	91619.3210	62260.3223	95340.3445	47445.9297	69667.2817	815.7576	532.4406	0.0000	0.0000	0.0000
3324	c	sp|B2RSH2|GNAI1_MOUSE	B2RSH2	GNAI1_MOUSE	Gnai1	354	10.70	Mus musculus (Mouse) OX=10090	Guanine nucleotide-binding protein G(i) subunit alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	2	2	8	4	4	581405	     0	     0	10C(57.0215), 3K(304.2072)			15278.8352	11366.4894	21899.6653	16269.2955	12433.3148	10282.0488	14469.0420	11937.5996	16897.0814	10251.3100	13262.7706	0.0000	0.0000	0.0000	0.0000	0.0000
3324	a	sp|P08752|GNAI2_MOUSE	P08752	GNAI2_MOUSE	Gnai2	355	23.90	Mus musculus (Mouse) OX=10090	Guanine nucleotide-binding protein G(i) subunit alpha-2 	1:Experimental evidence at protein level	1.0000	0.9990	9	6	9	22	18	22	1916053	1334648	1916053	10C(57.0215), 14K(304.2072), 1C(57.0215), 2K(304.2072), 6K(304.2072), 8K(304.2072), N-term(304.2072)			121274.7939	120748.8954	168444.2533	141748.2969	108835.2287	144132.8578	137710.6006	113984.2787	147980.8511	103449.8785	106240.4102	1919.6543	729.4437	0.0000	0.0000	0.0000
3324	d	sp|Q9DC51|GNAI3_MOUSE	Q9DC51	GNAI3_MOUSE	Gnai3	354	7.10	Mus musculus (Mouse) OX=10090	Guanine nucleotide-binding protein G(i) subunit alpha 	1:Experimental evidence at protein level	0.9989	0.9990	4	1	1	8	4	4	581405	     0	     0				2097.7987	1612.9240	2379.7329	2431.7281	1763.4528	1542.6093	1275.0555	859.5126	2291.7654	811.3194	1155.6373	0.0000	0.0000	0.0000	0.0000	0.0000
3325	a	sp|P08905|LYZ2_MOUSE	P08905	LYZ2_MOUSE	Lyz2	148	65.50	Mus musculus (Mouse) OX=10090	Lysozyme C-2 	1:Experimental evidence at protein level	1.0000	0.9990	7	5	7	30	25	30	11206951	11206951	11206951	16C(57.0215), 23C(57.0215), 25K(304.2072), 3C(57.0215), 5C(57.0215), 7K(304.2072), 9C(57.0215), N-term(304.2072)			107259.2285	54768.4299	167851.5335	74302.7361	134740.6350	107305.3676	126272.8469	62746.0941	118784.9597	47626.5453	97883.3672	512.4381	248.9873	0.0000	0.0000	0.0000
3326	a	sp|P09411|PGK1_MOUSE	P09411	PGK1_MOUSE	Pgk1	417	36.50	Mus musculus (Mouse) OX=10090	Phosphoglycerate kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	24	16	24	143	86	143	14547361	13341517	14547361	10K(304.2072), 11K(304.2072), 12K(304.2072), 14K(304.2072), 16K(304.2072), 18K(304.2072), 1C(57.0215), 1K(304.2072), 23K(304.2072), 2C(57.0215), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5C(57.0215), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			2200258.0364	1437330.1613	2725235.1929	2055992.0937	1875701.9637	1150194.8689	2191039.7214	1534151.4071	2107662.0054	1014239.6189	1784670.6177	16433.3075	14872.9445	0.0000	0.0000	0.0000
3327	a	sp|P09470|ACE_MOUSE	P09470	ACE_MOUSE	Ace	1312	15.50	Mus musculus (Mouse) OX=10090	Angiotensin-converting enzyme 	1:Experimental evidence at protein level	1.0000	0.9990	13	12	13	21	20	21	3076321	2313175	3076321	10K(304.2072), 15K(304.2072), 18K(304.2072), 1K(304.2072), 2K(304.2072), 32K(304.2072), 3K(304.2072), 4K(304.2072), 7C(57.0215), 8K(304.2072), N-term(304.2072)			231851.4382	149446.1834	324773.7566	256149.3457	137700.1371	138482.6656	223814.6279	201218.1465	236941.2841	144304.5558	184883.5339	3291.0378	0.0000	0.0000	0.0000	0.0000
3328	a	sp|P09803|CADH1_MOUSE	P09803	CADH1_MOUSE	Cdh1	884	21.50	Mus musculus (Mouse) OX=10090	Cadherin-1 	1:Experimental evidence at protein level	1.0000	0.9990	13	12	13	22	19	22	993984	993984	993984	14K(304.2072), 17K(304.2072), 19K(304.2072), 25K(304.2072), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5K(304.2072), 7K(304.2072), 9C(57.0215), 9K(304.2072), N-term(304.2072)			174671.5203	130511.7061	241775.7378	184673.7026	155788.2361	118078.9579	181027.6799	146739.8193	193405.6235	101622.4795	162667.2277	2168.7138	1841.4813	0.0000	0.0000	0.0000
3329	a	sp|P0DP26|CALM1_MOUSE	P0DP26	CALM1_MOUSE	Calm1	149	45.60	Mus musculus (Mouse) OX=10090	Calmodulin-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	86	0	86	507048	     0	507048	1K(304.2072), 22K(304.2072), 3K(304.2072), 4K(304.2072), N-term(304.2072), N-term(42.0106)		sp|P0DP27|CALM2_MOUSE, sp|P0DP28|CALM3_MOUSE	1880666.1335	1441233.2638	2434189.7108	1686447.4952	1666901.3080	1645411.0928	1769792.5442	1441034.3118	1959194.4440	1213639.0548	1273380.8024	10556.4043	5067.4225	0.0000	0.0000	0.0000
3330	a	sp|P10126|EF1A1_MOUSE	P10126	EF1A1_MOUSE	Eef1a1	462	47.20	Mus musculus (Mouse) OX=10090	Elongation factor 1-alpha 1 	1:Experimental evidence at protein level	1.0000	0.9990	24	17	24	64	31	64	46660585	6111021	46660585	10K(304.2072), 12K(304.2072), 13K(304.2072), 15K(304.2072), 16C(57.0215), 18K(304.2072), 19K(304.2072), 1C(57.0215), 1C(57.0215), 1K(304.2072), 20K(304.2072), 26K(304.2072), 29C(57.0215), 2C(57.0215), 31K(304.2072), 3K(304.2072), 41C(57.0215), 4K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			3163648.7301	2855472.8754	4753452.7297	3923552.9352	3167068.3164	2262321.6141	3563499.8370	2912916.5717	3226877.9595	2063510.2362	2772073.4653	10426.9705	8673.4542	300.2495	0.0000	312.9944
3331	a	sp|P10637|TAU_MOUSE	P10637	TAU_MOUSE	Mapt	733	18.40	Mus musculus (Mouse) OX=10090	Microtubule-associated protein tau 	1:Experimental evidence at protein level	1.0000	0.9990	12	6	12	35	20	35	1448802	601450	1448802	10K(304.2072), 12K(304.2072), 13K(304.2072), 14K(304.2072), 18K(304.2072), 20K(304.2072), 21K(304.2072), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5K(304.2072), 6K(304.2072), 8K(304.2072)			442762.1671	241798.6171	533784.4884	368207.6776	389371.3856	215802.4619	425269.9802	296439.7100	401937.3020	173674.9669	340368.3153	2191.3570	1918.9935	0.0000	0.0000	0.0000
